GEOID,INTPTLAT,INTPTLONG 
06061020107,39.2475277,-120.0199033                                                                                                                        
06061020200,39.0828051,-120.5640417                                                                                                                   
06061020300,38.9052944,-121.0748523                                                                                                                             
06061020401,38.8923191,-121.0770752                                                                                                                             
06061020402,38.8834380,-121.0643371                                                                                                                        
06061020501,38.8879677,-121.1494495                                                                                                                        
06061020502,38.8567146,-121.0997167                                                                                                                       
06061020601,38.7668873,-121.1358384                                                                                                                     
06061020602,38.8052020,-121.1649180                                                                                                                        
06061020604,38.7555888,-121.1997796                                                                                                                        
06061020605,38.7326444,-121.2016642                                                                                                                        
06061020606,38.7166599,-121.2084349                                                                                                                         
06061020710,38.7266398,-121.2378798                                                                                                                             
06061020711,38.7389630,-121.2401149                                                                                                                             
06061020712,38.7386475,-121.2625444                                                                                                                             
06061020713,38.7331488,-121.2704711                                                                                                                             
06061020714,38.7246552,-121.2750015                                                                                                                             
06061020715,38.7237694,-121.2543801                                                                                                                             
06061020717,38.7523505,-121.2454950                                                                                                                             
06061020805,38.7289080,-121.2933222                                                                                                                             
06061020806,38.7453927,-121.2762314                                                                                                                             
06061020901,38.7381999,-121.2933070                                                                                                                             
06061020908,38.7393452,-121.3164942                                                                                                                            
06061021003,38.7645676,-121.2756996                                                                                                                             
06061021034,38.7837290,-121.2990485                                                                                                                             
06061021035,38.7598403,-121.3450222                                                                                                                             
06061021037,38.7668105,-121.3197295                                                                                                                             
06061021038,38.7573511,-121.3225905                                                                                                                             
06061021039,38.7846135,-121.3520569                                                                                                                             
06061021040,38.7756083,-121.3472556                                                                                                                             
06061021043,38.7822691,-121.3194929                                                                                                                             
06061021044,38.7832996,-121.3353191                                                                                                                             
06061021045,38.7556033,-121.2988160                                                                                                                             
06061021046,38.7653645,-121.3053880                                                                                                                             
06061021103,38.7956518,-121.2279757                                                                                                                             
06061021106,38.7965217,-121.2508770                                                                                                                             
06061021108,38.7818416,-121.2370991                                                                                                                             
06061021109,38.7815747,-121.2189579                                                                                                                             
06061021122,38.8290525,-121.2420642                                                                                                                             
06061021123,38.8481243,-121.2249758                                                                                                                            
06061021128,38.7870482,-121.2609977                                                                                                                             
06061021129,38.7786044,-121.2537116                                                                                                                             
06061021130,38.8098522,-121.2687886                                                                                                                              
06061021131,38.8037450,-121.2618313                                                                                                                             
06061021203,38.8284635,-121.1998920                                                                                                                        
06061021204,38.8663789,-121.1915428                                                                                                                            
06061021304,38.9700023,-121.2844154                                                                                                                     
06061021309,38.8265935,-121.2794026                                                                                                                       
06061021322,38.8412698,-121.3654158                                                                                                                       
06061021401,38.8964967,-121.2859939                                                                                                                             
06061021403,38.8903019,-121.3030390                                                                                                                             
06061021501,38.9192661,-121.1180058                                                                                                                        
06061021502,38.9223010,-121.0567476                                                                                                                             
06061021603,38.9522451,-121.1106507                                                                                                                             
06061021604,38.9837180,-121.1657403                                                                                                                        
06061021801,38.9814713,-121.0699559                                                                                                                            
06061021802,38.9479978,-121.0601198                                                                                                                       
06061021901,38.9936550,-120.9841213                                                                                                                       
06061021902,39.0099870,-121.0196030                                                                                                                       
06061022002,39.0569558,-120.9537286                                                                                                                         
06061022011,39.2721877,-120.1270950                                                                                                                       
06061022013,39.2246574,-120.7182119                                                                                                                     
06061022014,39.2581988,-120.3619496                                                                                                                     
06061022100,39.1226750,-120.2158037                                                                                                                       
06061022200,39.1853773,-120.1832593                                                                                                                       
06061022300,39.0716092,-120.1657977                                                                                                                      
06061022400,38.7658793,-121.2388448                                                                                                                          
06061022500,38.7391442,-121.3640005                                                                                                                            
06061022600,38.7796437,-121.2862492                                                                                                                             
06061022800,38.7890470,-121.2771141                                                                                                                             
06061022900,38.8000444,-121.2774336                                                                                                                             
06061023000,38.8062234,-121.2959932                                                                                                                             
06061023100,38.8007142,-121.3312970                                                                                                                             
06061023200,38.8545204,-121.3262772                                                                                                                            
06061023300,38.8758804,-121.3178888                                                                                                                             
06061023400,38.9102602,-121.3491108                                                                                                                        
06061023500,38.8474985,-121.2864775                                                                                                                            
06061023600,38.8568610,-121.2638454                                                                                                                             
06061023700,38.8721495,-121.2828750                                                                                                                             
06061023800,38.8767590,-121.2561132                                                                                                                             
06061023900,38.8889816,-121.3278582                                                                                                                             
06061990000,39.1401552,-120.0704189                                                                                                                           
06063000100,39.9345095,-120.9336052                                                                                                                      
06063000201,39.7569518,-120.6672693                                                                                                                      
06063000202,39.8314906,-121.0251013                                                                                                                   
06063000300,39.9139849,-120.3357916                                                                                                                   
06063000400,40.0916592,-120.9109355                                                                                                                    
06063000501,40.3853218,-121.3550493                                                                                                                      
06063000502,40.2383256,-121.1980515                                                                                                                   
06065030101,33.9971996,-117.3519676                                                                                                                              
06065030103,33.9928287,-117.3655824                                                                                                                             
06065030104,34.0052804,-117.3666531                                                                                                                        
06065030200,33.9814743,-117.3950678                                                                                                                        
06065030300,33.9798418,-117.3763659                                                                                                                             
06065030400,33.9711743,-117.3677234                                                                                                                             
06065030501,33.9685095,-117.3545298                                                                                                                             
06065030502,33.9857818,-117.3560334                                                                                                                             
06065030503,33.9799005,-117.3528320                                                                                                                              
06065030601,33.9200472,-117.3619258                                                                                                                            
06065030602,33.9390841,-117.3713613                                                                                                                             
06065030603,33.9557504,-117.3611853                                                                                                                             
06065030700,33.9675570,-117.3889779                                                                                                                             
06065030800,33.9653834,-117.4115762                                                                                                                             
06065030900,33.9577091,-117.4411265                                                                                                                         
06065031001,33.9516686,-117.4098503                                                                                                                             
06065031002,33.9518517,-117.4237908                                                                                                                             
06065031100,33.9549035,-117.3909919                                                                                                                             
06065031200,33.9429752,-117.3825351                                                                                                                             
06065031300,33.9303688,-117.4058257                                                                                                                             
06065031401,33.9380023,-117.4081832                                                                                                                             
06065031402,33.9417307,-117.4200459                                                                                                                             
06065031501,33.9291950,-117.4320467                                                                                                                             
06065031502,33.9399352,-117.4429741                                                                                                                             
06065031601,33.9154306,-117.4486324                                                                                                                             
06065031602,33.9268256,-117.4484790                                                                                                                             
06065031701,33.9061238,-117.4050093                                                                                                                        
06065031702,33.8968694,-117.4412174                                                                                                                             
06065031703,33.9098186,-117.4379057                                                                                                                             
06065031704,33.9186451,-117.4211712                                                                                                                             
06065040101,34.0227900,-117.3964984                                                                                                                       
06065040102,34.0234351,-117.4404100                                                                                                                             
06065040201,33.9839627,-117.4188498                                                                                                                        
06065040202,33.9821873,-117.4333669                                                                                                                             
06065040203,33.9943219,-117.4071313                                                                                                                              
06065040204,33.9997288,-117.3999055                                                                                                                             
06065040301,34.0003275,-117.4234606                                                                                                                             
06065040302,33.9933787,-117.4427918                                                                                                                             
06065040303,34.0085013,-117.4511056                                                                                                                             
06065040402,33.9745825,-117.4868554                                                                                                                         
06065040403,33.9918254,-117.4960233                                                                                                                        
06065040404,33.9729184,-117.4613233                                                                                                                         
06065040405,33.9918171,-117.4613917                                                                                                                         
06065040501,34.0075609,-117.4773621                                                                                                                             
06065040502,34.0225440,-117.4882589                                                                                                                             
06065040503,34.0222888,-117.5161423                                                                                                                         
06065040603,33.9705168,-117.5264650                                                                                                                        
06065040604,33.9861154,-117.5316060                                                                                                                             
06065040605,33.9962787,-117.5140276                                                                                                                             
06065040606,33.9827133,-117.5145711                                                                                                                             
06065040607,34.0110423,-117.5459002                                                                                                                         
06065040609,33.9114679,-117.6312146                                                                                                                      
06065040611,33.9608636,-117.5886851                                                                                                                             
06065040613,33.9635863,-117.5756480                                                                                                                             
06065040615,33.9688013,-117.5548004                                                                                                                             
06065040616,33.9424540,-117.5776519                                                                                                                        
06065040701,33.9319208,-117.5759903                                                                                                                        
06065040702,33.9389622,-117.5475080                                                                                                                          
06065040703,33.9420596,-117.5346297                                                                                                                        
06065040806,33.9104174,-117.6005520                                                                                                                        
06065040807,33.9048789,-117.5896691                                                                                                                             
06065040808,33.8991933,-117.5770354                                                                                                                             
06065040809,33.8928201,-117.5555848                                                                                                                             
06065040812,33.9244565,-117.5494884                                                                                                                             
06065040813,33.9168992,-117.5335520                                                                                                                            
06065040814,33.8973552,-117.5175804                                                                                                                             
06065040815,33.8930996,-117.5115316                                                                                                                             
06065040816,33.9024568,-117.5246107                                                                                                                             
06065040821,33.8910642,-117.5284998                                                                                                                             
06065040901,33.9133540,-117.4898954                                                                                                                             
06065040902,33.9264795,-117.5082298                                                                                                                             
06065040903,33.9193800,-117.5003175                                                                                                                              
06065040904,33.9304797,-117.4972884                                                                                                                             
06065041001,33.9496836,-117.4643999                                                                                                                              
06065041002,33.9516995,-117.4726482                                                                                                                             
06065041003,33.9486696,-117.4904563                                                                                                                             
06065041004,33.9589888,-117.4977413                                                                                                                        
06065041101,33.9430035,-117.4647570                                                                                                                             
06065041102,33.9403266,-117.4871242                                                                                                                             
06065041201,33.9238780,-117.4621002                                                                                                                             
06065041202,33.9344497,-117.4707309                                                                                                                             
06065041203,33.9337586,-117.4578960                                                                                                                              
06065041301,33.9292791,-117.4846527                                                                                                                             
06065041302,33.9207824,-117.4769727                                                                                                                             
06065041403,33.8973389,-117.4611829                                                                                                                             
06065041404,33.8922056,-117.4724083                                                                                                                             
06065041405,33.8925274,-117.4884564                                                                                                                             
06065041406,33.9035266,-117.4870786                                                                                                                             
06065041407,33.9110608,-117.4726363                                                                                                                             
06065041408,33.9042089,-117.4691610                                                                                                                             
06065041409,33.8649951,-117.4758282                                                                                                                        
06065041410,33.8801667,-117.5306635                                                                                                                             
06065041411,33.8784711,-117.5159870                                                                                                                              
06065041412,33.8857496,-117.5057517                                                                                                                             
06065041500,33.8921427,-117.6061947                                                                                                                        
06065041600,33.8750790,-117.5572508                                                                                                                           
06065041702,33.8674156,-117.5765290                                                                                                                             
06065041703,33.8785065,-117.5888091                                                                                                                              
06065041704,33.8770106,-117.5781628                                                                                                                              
06065041803,33.8372027,-117.5826957                                                                                                                             
06065041804,33.8502157,-117.5997193                                                                                                                             
06065041805,33.8648894,-117.5910428                                                                                                                             
06065041806,33.8513312,-117.5871963                                                                                                                             
06065041807,33.8601348,-117.5772407                                                                                                                             
06065041808,33.8472672,-117.5718819                                                                                                                             
06065041809,33.8557384,-117.5449898                                                                                                                             
06065041810,33.8446168,-117.5489863                                                                                                                             
06065041812,33.8616060,-117.5634459                                                                                                                             
06065041813,33.8666786,-117.5533296                                                                                                                             
06065041904,33.8836237,-117.6564424                                                                                                                        
06065041905,33.8697102,-117.6042543                                                                                                                              
06065041906,33.8710694,-117.5958600                                                                                                                         
06065041909,33.8381856,-117.5222050                                                                                                                        
06065041910,33.7892199,-117.4949771                                                                                                                        
06065041911,33.7428836,-117.4957965                                                                                                                            
06065041912,33.8732429,-117.6361387                                                                                                                             
06065041913,33.8647692,-117.6207099                                                                                                                             
06065042003,33.8706180,-117.3647054                                                                                                                            
06065042004,33.8873226,-117.3755788                                                                                                                             
06065042005,33.8972577,-117.3464915                                                                                                                             
06065042007,33.7812173,-117.4092060                                                                                                                      
06065042008,33.8481619,-117.4084344                                                                                                                     
06065042009,33.8604957,-117.3150981                                                                                                                            
06065042010,33.8509446,-117.2733152                                                                                                                            
06065042012,33.9108776,-117.3205065                                                                                                                             
06065042013,33.8944124,-117.3019318                                                                                                                             
06065042014,33.8910477,-117.3226083                                                                                                                             
06065042206,33.9590647,-117.3297690                                                                                                                             
06065042207,33.9418987,-117.3385631                                                                                                                             
06065042208,33.9416673,-117.3455477                                                                                                                             
06065042209,33.9951231,-117.3422164                                                                                                                          
06065042210,33.9895557,-117.3350138                                                                                                                             
06065042212,33.9488742,-117.2850498                                                                                                                             
06065042213,33.9764742,-117.3168487                                                                                                                             
06065042214,33.9794836,-117.2917944                                                                                                                            
06065042217,33.9278407,-117.3222402                                                                                                                             
06065042300,34.0130557,-117.3222236                                                                                                                            
06065042401,33.9523147,-117.1429248                                                                                                                            
06065042402,33.9455386,-117.2040032                                                                                                                             
06065042403,33.9488477,-117.2207856                                                                                                                             
06065042404,33.9437730,-117.2347523                                                                                                                             
06065042405,33.9438287,-117.2526691                                                                                                                             
06065042406,33.9493596,-117.2526029                                                                                                                              
06065042407,33.9539269,-117.2395682                                                                                                                             
06065042408,33.9542796,-117.2309756                                                                                                                             
06065042409,33.9567077,-117.2523960                                                                                                                             
06065042410,33.9676198,-117.2544363                                                                                                                        
06065042411,33.9673210,-117.2371448                                                                                                                             
06065042412,33.9843260,-117.2208865                                                                                                                            
06065042505,33.9293133,-117.2825200                                                                                                                             
06065042506,33.9329093,-117.2702820                                                                                                                             
06065042507,33.8831180,-117.2329208                                                                                                                         
06065042508,33.8955489,-117.2392880                                                                                                                             
06065042509,33.9100514,-117.2306582                                                                                                                             
06065042510,33.9100517,-117.2393048                                                                                                                             
06065042511,33.9191490,-117.2480601                                                                                                                             
06065042512,33.9191537,-117.2567772                                                                                                                             
06065042513,33.9345424,-117.2569855                                                                                                                             
06065042514,33.9336217,-117.2481693                                                                                                                              
06065042515,33.9354567,-117.2406622                                                                                                                             
06065042516,33.9227363,-117.2393879                                                                                                                              
06065042517,33.9119021,-117.2131539                                                                                                                              
06065042518,33.9118904,-117.2218309                                                                                                                             
06065042519,33.9373528,-117.2274689                                                                                                                              
06065042520,33.9304056,-117.2250806                                                                                                                             
06065042521,33.9220397,-117.2272172                                                                                                                             
06065042617,33.8073433,-117.2145613                                                                                                                             
06065042618,33.8217100,-117.2187831                                                                                                                         
06065042619,33.8368340,-117.1955551                                                                                                                             
06065042620,33.8306663,-117.2048878                                                                                                                       
06065042621,33.9319935,-117.2002245                                                                                                                             
06065042622,33.9260714,-117.1876334                                                                                                                             
06065042623,33.8797972,-117.1547008                                                                                                                      
06065042624,33.8897023,-117.1134269                                                                                                                        
06065042706,33.7943832,-117.2070433                                                                                                                             
06065042708,33.6888938,-117.1906303                                                                                                                             
06065042709,33.7141447,-117.2157957                                                                                                                             
06065042711,33.7014269,-117.1928919                                                                                                                             
06065042714,33.6784416,-117.2596623                                                                                                                        
06065042715,33.6855084,-117.3038241                                                                                                                       
06065042716,33.6865495,-117.2552673                                                                                                                        
06065042717,33.6997108,-117.2534257                                                                                                                        
06065042719,33.7976018,-117.1606951                                                                                                                       
06065042720,33.7737277,-117.1147818                                                                                                                            
06065042723,33.7246687,-117.0783780                                                                                                                            
06065042724,33.6962146,-117.1494297                                                                                                                             
06065042726,33.7143137,-117.1237892                                                                                                                            
06065042728,33.7304367,-117.1724338                                                                                                                             
06065042729,33.7026696,-117.1645704                                                                                                                         
06065042730,33.7592819,-117.1666928                                                                                                                            
06065042731,33.7394656,-117.2214165                                                                                                                        
06065042732,33.6924130,-117.2255846                                                                                                                         
06065042733,33.6652208,-117.2267409                                                                                                                            
06065042737,33.6665082,-117.0778761                                                                                                                            
